,tweet,target
2680, â€” listening to Ae Dil Hai Mushkil Title Track,0
2681,This has simply been the hardest week n a half of my life. Gotta keep pushing thru. Only 5 more days til I get some answers. ,1
2682,"? Today eat healthy food, remember your accomplishments, get some exercise, hang w/ good people & don't be hard on yourself.",0
2683,I'm in desperate need of a good hug and a hot cup of coffee. I have no one here to hug me right now and no coffee maker at all.,1
2684,"My dark side is also part of me. Trying to tolerate my irritation. Guess I need some , but how without feeling guilty in children holiday season   ",1
2685,132    ????????????????????????????????????????????????????????????????????  ???????????????   ????????????????????????   ??????????w????????????????????????????????????    ???????????????.......   ????????????????????????????????????.......  ???????????????2??????????????????????????  pic.twitter.com/RdzmWejXLZ,0
2686,Sudden feeling of darkness.... Show me the light Ray I'm feeling pretty hopeless,1
2687," is dangerous. it's addicting. once you see how peaceful it is, you don't wanna deal with people. -Hedonist Poet",0
2688,"Today, set up 3 coffee dates with people you suspect are ,  or just need to talk.  pic.twitter.com/OgPY3IdGAO",0
2689,@bugusdiemon Happy birthday cuzzo many blessing🙌🏾💪🏾🇳🇬💯#KeepGrinding #blessed,0
2690,"Seriously, why do people punish children for 'sass'? Wit should be rewarded, not discouraged!",0
2691,My family has been using my blue oil like its water and I gave Ahmed my last blue oil,0
2692,How many suicides does it take for people to realize that what you say fucking mattersâœŒï¸� ?—  ... pic.twitter.com/6JC0QDAYGW,0
2693,The only bad thing about reading:  finishing a great book/series and getting sad that the story is over. ,0
2694,??’•you are respectable ??’•    pic.twitter.com/NiQXmIwMda,0
2695,West side story was literally the worst movie I have ever seen... Why do people like it??? ,0
2696, is never more cruel than when it is felt in close propinquity with someone who has ceased to communicate. â€”Germaine Greer,1
2697,Is it possible that universal justice & equality are simply un-realizable under the current regime? Is there no hope??,0
2698,Today's ECLIPSE was a warm fuzzy for the entire country. A GIANT GROUP HUG❤️😎💕#EclipseSolar2017 #repair #smiles,0
2699,I hope everyone has a safe and fantastic day!!! 😊,0
2700,Cracking on with these masters assignments! ???£ only 4 to go without any being completed already! ,0
2701,Not going to Decadence after allâ€¦ ,0
2702,Uncharted 4 on Crushing is the least fun I've ever ha splaying a video game  ,0
2703,Today has not turned out to be a good day.     pic.twitter.com/jCG6EZ14Ea,1
2704,How do I find joy and pleasure in life again?,1
2705,what a long ass weekend!!!   ,0
2706,"America, I love you, but you're bringing me down...   ",1
2707,Don't be discouraged.,0
2708,I find  to be very useful. They give me lots of things to be  about in the coming year.,0
2709,@jaden_lindner If I acquire a deadly scowl like that I'm going to be pretty happy to be old,0
2710,When you're up $80-$90 and lose it all because you just can't stop<<<<<<<<,1
2711,Jay Z came out of retirement just to drop the album of the year on y'all...let that sink in. Have a great day y'all 🙌🏿,0
2712,Man it's terrible when your  an got a lot of problems more then you can say.,1
2713,Publicity before Christmas about loneliness. How many loneliness projects were open on Christmas day I wonder?  ,0
2714,Horny. Anyone? #horny #bi #sex #london #snapchat #gaysnap #hornysnap #snapchatgay #snapchathorny #gaysnapchat #hornysnapchat #snapgay #snap,0
2715,@Jo_Caulfield Great GIF! #joyful,0
2716,Truth is.... I loved you so much. And you broke my heart.,1
2717,Maybe the reason I get so  in February is the rebound from the,1
2718,I'm not doing so good…????…I keep overthinking…    pic.twitter.com/EHOToC0XWD,1
2719,I see you smiling through the steam of my coffee cup,0
2720,When you make it far in a difficult Mario maker level and die.,0
2721,"After reading about  in academia, I feel like secretly hanging up some posters about the topic around my old university ...",0
2722,Why the hell is no one around when I need them,1
2723,@joerogan I looked at the eclipse without glasses and now I have x-ray vision! #awesomeness,0
2724,Me and Cj just broke up,1
2725,"no offense to those who love k culture, u can love it all you want bbs!! 💖 but i just personally want to get to know my own country's-",0
2726,"Do you ever fall asleep before you set your alarm, but then the Lord wakes you up on time anyways 🙌🏻 #WontHeDoIt",0
2727,"Since someone deactivated, i don't know who  So i m  now  Gonna ",0
2728,Yaaaaaaaaaaaas!!!! Scotty Sinclair #wonderful #magical,0
2729,The @StandardDiary nailing @SarahTheDuchess the other day was very amusing! 'I've written 56 books... ' @standardnews #hilarious #funny,0
2730,"Live in the present, live in the now!     pic.twitter.com/uBd53HFV3z",0
2731,I want a friendship group like in Friends 😧,0
2732,"Jesus I love it when people say ""don't be such a d-buzz just be happier"". Omg I never thought of that! Hey a cure   pic.twitter.com/vXagPPBCKH",0
2733,Today marks seven years since the Kyadondo terrorist attack where many lost loved ones. We mourn &amp; pray they continue resting in peace. 7/11,1
2734,My God we live in a sick world!   ,1
2735,"Smartest way through any complex, hard &amp; lengthy negotiation is to #consult, not #insult - #BoJo please take note. Never too late to learn!",0
2736,"The first step to beating  or  is to take responsibility for yourself, stop blaming others or circumstances",0
2737,Up at 4:30am for an airport run and I'm not even going on holiday! ,0
2738,One week on SW and going to gym. Smashed it #weekone  #goals #sw,0
2739,"Oh dear, we are a bad lot, we specialise in making bang average teams look like superstars ",0
2740,Anger replaced by love = calming. If we love Him all things (& whatever angers you) will work together for good.  ,0
2741,"Hope everyone has a good New Years tonight, coz mines gonna be shit!   ",1
2742,@sheikhsafina Guts? 😂😂😂 go and sunk your face in sand,0
2743,"I will always love Spud.She is my rock and at low times, like now,she is my anchor.Happy new year Spud ",0
2744,I am annoying…I tried text my friend…she said she was dealing with something…*sigh*…I just need someone talk to…,1
2745,Brandy is going to a dog hotel for a couple of days,0
2746,"My life has been a #crazy, #painful, #awful journey full of #disappointment, #harassment &amp; #abuse",1
2747,No I'm not  for my life.,1
2748,@JaapUnited Sule is going to be a terrific player. Wouldn't be surprised to see him get some game time this year.,0
2749,Unrealistic expectations attract disappointment. And that's what you were #disappointment #sad,1
2750,That maybe she just lost her job in the recession and is trying out a new career path,0
2751,@narendramodi Really it was very sad and shame!!!,1
2752,"Such a great condition upon new year, no rest for the weary ",0
2753,If Only he loved Enuff to make me feel happy,0
2754,If  is an issue for you tonight then call the Samaritans (116 123) or Breathing Space (0800 83 85 87),0
2755,so alone so tired so bored so ugly so depressed  so so so so so so,1
2756,"In addressing loneliness, a danger that we must watch out for is indulging in the sexy new robotic industry to provide the lonely with robot companions.   pic.twitter.com/4QafHgHhnj",0
2757,".2/2 No chance, they all contain . Why not use a  flour? It would be so easy then most people can eat them. !",0
2758,So I put a movie in for us to watch as a family & I'm the only one here everyone left for bed.    hope ur all ??,0
2759,And again the same problems as all season and last year and the year before.  ,0
2760,"Sleeping for 12+ hours at a time, and fantasizing about ways to kill myself. ",1
2761,"""Hopelessness. The children of blame are..."" from ""The 7 Habits of Highly...""   pic.twitter.com/m58kQNa0L1",0
2762,It bugs me that people concern themselves so much with what other people CHOOSE to do with their money 😂🙈,0
2763,"All my pals shopping together, getting food, getting steaming and going to clubs while I'm slaving away on the night shift ",0
2764,Feeling bummed out rn. Family is disappointing and friends are too far away. ??,1
2765,"no alarm set, long lie, no plans tomorrow😍 #blissful",0
2766,Myatt &amp; Smith open the batting! 12 from the first over. #great start,0
2767,Words can't explain how thankful I am that I woke up today! It's all I need to know how blessed I truly am! #iGotAnotherDayToCreateLife 😍,0
2768,"'Best customer, ... We are pleased to inform you that the order has been sent today.' #butterflies #excitement #technojoy #music ~ OP-1 &lt;3",0
2769,Shitty is the worst feeling ever #depressed #anxiety,1
2770,ebullient [ih BUL yunt] adj.boiling; bubbling with excitement; exuberant. A boiling liquid can be called ebullient. Excited or enthusiastic.,0
2771,"Anxiety in the heart of man causes depression, But a good word makes it glad.   Proverbs 12:25",0
2772,"@stephenasmith You made me laugh today when you told a caller to turn up the volume, that you weren't doing the #MarvinGaye thing #levity",0
2773,"I was smiling yesterday, i'm smiling today, i'll smyl tomorrow, bcoz lyf s too short to cry for anything, we nid to be strong.",0
2774,mum got out of a rlly bad car crash completely not injured and i found a rlly sentimental piece of jewellery i thought i'd lost #blessed,0
2775,😍🤤😍🤤😍 #foodie #yummy #halalfood \n(twitter saw,0
2776,"Last year I was at the bar all night, getting free drinks, and making out with a stripper. This year I'll be in bed by 9:30. ",0
2777,Maybe this IT chaebol is future Wang So. ,0
2778,NEW MUSIC FRIDAY: FIRST SINGLE OFF THE NEXT PROJECT. #untitled #mattrod #hiphop #boston #hartford #animosity #thesemycities,0
2779,A joyless faith is not one for which Jesus died. #thegospel #joy #Jesus #happiness,0
2780,@LadyScully I didn't. We all went out and got pissed down the local instead. 😄,0
2781,Sentiment analysis algorithms from Democrats and Mrs. Obama are designed to engineer . Reject it in its entirety.,0
2782,I want to be like Eunice. #relentless,0
2783,♪ Racing all around the seven seas\nChasing all the girls and making robberies\n'Causing panic everywhere they go\nParty-hardy on Titanic... ♪,0
2784,"You dont even feel like talking to someone and suddenly there comes someone whom you can spend hours talking , laughing , cheering 💕",0
2785,After marathoning Chuck on Netflix I've finally finished it and now I'm depressed. Damn you  !!!  ?,0
2786,@beenthatkyd so I scrolled back up on the '17 GC because I missed it earlier and man you toooooooooo funny 😂😂😂😂😂 hilarious headassss!!!,0
2787,just watch a revenge movie or write it down in a journal and let it all out,0
2788,"@MST3K Punt Bunnies, the only #bunnies you can #punt , #love #laughing #whoisSteveSmith",0
2789,"Why is it that every one gets  what I want,  I guess  whatever...   ",1
2790,I love being outside right before sunrise/after sunset because the sky is so bright blue and it brings me peace,0
2791,McGregor is a clown 😂😂😂 #hilarious #MayweatherVsMcGregor,0
2792,deni &amp; i on here be4: known as friendship goals by all our adorable mutuals 💘💗🙆🏻✨!⭐️™\nus now: tweets three times a day about depression,0
2793,Goodnight everyone hope you had a good day!   and everything between,1
2794,Visited with my ex tonight. Not good.  ,1
2795,never had a dull moment with u guys 💕,0
2796,yesterday was amazing. thank u #mtv cant wait for the #interview the #irony is 7.10 was also supposed to be my 7 yr anv. plus6yr. ,0
2797,omg they said kyungsoo looked gloomy and his instant smile after that i'm melting,0
2798,103   ???????????????????????????????????  ??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????? ?????????????????????? ????????????????????????????????????????.......    ?????????????  ??????????????????????????????????????????????????????????????????????????????????????????  pic.twitter.com/boKg7TqAj7,0
2799,Crying with a loud music so no one could hear me,1
2800,Sleeping with my dog for the last time b4 the trip ,0
2801,"depression is real. if you're feeling , talk to somebody. talk to me. im all ears. it helps.",0
2802,I need to get out of this little funk so I can write!! #writing #funk #writerslife #depressed,1
2803,The only thing a selfie sunday reminds me of is that tomorrow is monday ,0
2804,PUPPY FOR ADOPTIONS !!! Happy pics!! Please SHARE for exposure! Put out the word to good adopter prospects!...,0
2805,How was your ? Great fun or did you fake enjoyment? Feeling the same about New Years Eve? Need to talk?  ,0
2806,"Damn, ""Dear John"" is really fucking me up right now... ????????????????  lbs",0
2807,ok im running out of steam because god im feeling so  this morning,1
2808,Dro is everything to me ,0
2809,feeling so alone and misunderstood.,1
2810,@Kawells00 Oh your art so wonderful 😭,0
2811,Just woke up  but want to go back 2 sleep. ,1
2812,I miss my friends so badly 😢,1
2813,I am so forlorn there are no words to express it accurately......,1
2814, can be treated and you can feel better,0
2815,Wanting to be skin   ???­ pic.twitter.com/gzeDkX0Z71,1
2816,Social connections are important throughout our lives!     pic.twitter.com/cTBXNnn3IL,0
2817,@crumbs_oh @tradasro @WingsScotland @theSNP @STVNews @Channel4News Since when was being 'fair to Scotland' a concern for the British state?,0
2818,"life is too hard, and you don't have a clue to it. guess what, doing nothing can also kill yourself. ",0
2819,I need to cuddle someone sooooo bad!  ,1
2820,hi sorry i’ve been so inactive lately i’ve been,1
2821,Fed up now ???” why can't anything be simple an straightforward not in my life ,1
2822,When you already have everything.. and you still feel lonely.. feeling  ..,1
2823,I cut today. And I’m not proud of it.  lmao I feel so edgy putting a depression hashtag. Whateva idc.,1
2824,"Possible 2016 treatment breakthrough for  and suicidal thinking using ketamine & similar drugs? (Rajkumar R, Pharmacol Res, 2015)",0
2825,"Me: How much price for this poster of this sexy man? Sales Clerk: That's a mirror, sir.\n #LaughOutLoud ",0
2826,This month has had to be the worst month out of this year ,1
2827,Reading and watching the fault in our stars in the space of a week wasn't the best idea  ??????Œ ,0
2828,What a raucous crowd today @GCSchoolsNC #GCSArtsPD17! How often does one hear applause and cheers at PD?! #excitement @ARTSEDNC @nakiahardy,0
2829,"“As social creatures we need to make social connections... nowadays we don’t band together to hunt for food. We need adequately maintained friendships to ward off , which can lead to depression, immune system disorders, disease-causing inflammation”.  pic.twitter.com/XPnlrQCyHH",0
2830,When you are with your friend and you are still laughing 😂🙌🏻🔝💕 @Tereza_Gray #FriendsForever #laugh #summer,0
2831,Wake me up in March.,1
2832,The  people are often also the most .,0
2833,"People experience ,  in old age, for living alone or due to lack of close family ties and connections.  pic.twitter.com/dlGIALueNn",0
2834,I know it's only pretend but Steve's story is really upsetting me  ,0
2835,It amazes me how many useful videos there are on Youtube.  Everyone sharing knowledge &amp; making money doing it. #wonderful,0
2836,@Harry_Styles Hi H how are you?Thankyou for always making me smile+being so genuinely kind!You deserve all the happiness in the world.67.801,0
2837,friends frm abroad today: why r u so serious.All changed ...                   Me: Is there anything to celebrate ?  ,0
2838,"I once heard that insecurities come in three types: A feeling of helplessness, a feeling of hopelessness, and a feeling of worthlessness.    ",0
2839,"If you're friended with me, and I find out you think all someone has to do is snap out of it re: their  and PTSD... do me a favour:",0
2840,"I'm feeling lonely and unproductive these past few days. I have many failed expectations to do something worthwhile. It's been 5 months since I moved to a new city & yet I gained no friends, I have not travel to any places like I used to. I need to detox. ",1
2841,"@NoahWebHouse A review of my book faulted me for spending so much time on Webster's introductory front matter. But I had to, #brilliant!",0
2842,Always forget about  especially lately after suffering with  and trying to get better. Also I prefer ,1
2843,Halloweentown was my fave Halloween movie.   :'),0
2844,damn dave chapelle's new netflix collection is fucking hilarious i love him sm,0
2845,I've had my share of trials and tests. But you know what? God has always stayed with me and brought me through! 😊\n#Survivor #grateful #truth,0
2846,@TuckerCarlson I love how you are #relentless,0
2847,@LDN_Muscle a #bright and early session this morning before work! #fullbody #ldnmladies surprised that it actually helped reduce my #doms,0
2848,Reality has set in.  I'm jobless.   ,1
2849,"Human being is a design of expression that despite the  of a situation, regardless of the odds, we still rise in our .",0
2850,When lil bro refills your water bottle cause it's a desert when I sleep... #cheering #lazysis,0
2851,We got a whole 364 before Christmas ,0
2852,why doesn't ally have a twitter  ,0
2853,Happy new year... 2017 Bye bye the year of ,0
2854,I like this and thought I would share in case it helps a little    pic.twitter.com/m2alvA4RN5,0
2855,I feel depressed when I see Elites taking a piss on all of us then MSM telling us It's raining with a straight face  ,0
2856," or ? Non-Profit Organization offers help, 24/7. 1-800-273-TALK (8255)",0
2857,"Depression is like, you don't want to do anything. Or you want to do something, but you don't want to do it (at the same time). ",0
2858,"smile princess , it looks good on you ..",0
2859,My : Being the nicest I can to other people. And making  my bitch this year.,1
2860,@jeonquality i chose the right one TIWALA PLS 😰,0
2861,Add me on snapchat : dfdf_66\n#dick #pussy #nudes #horny #anal #ass #bigbooty #bobs #cock #blowjob #sex #sexy #snap \nAny horny girls ?🔥💦👅👅👅,0
2862,"Today is just not a good day, looks like 2014 couldn't end without giving me a final kick in the ass ",1
2863,stage of my  when everything loosing meaning but i dont think i am ,1
2864,"I've lost many things, but earned many more. #grateful",0
2865,"If u feel lonely, afraid, desperate, empty inside, SUICIDAL..u r not alone. I've been there...& not that long ago.   ",0
2866,@SimplyMissYoung @PlayChoices Is it about rabid penguins on a plane,0
2867,@shreyaghoshal Waiting for the FV live session #excited #Happy Bdw you have to sings lots of songs for us during this session,0
2868,"A  person may report multiple physical symptoms such as fatigue, headaches, or digestive problems.",0
2869,Being extremely  over my other half agreeing to divorce instead of coming to peace then someone asks if I'm okay....  pic.twitter.com/fgpQKQwhYw,1
2870,@Roberts_An28 Ahww noo don't be shy! I don't bite 😫❤,0
2871,"Having a double mastectomy, very painful. Having radiation, never being over the pain. Taking pain killers, a lot of pain. And being diagnosed with Stage-4 cancer a year later, November 21st, 2017 to November 21st, 2018. And she died two months later, Jan 21st, 2019. ",1
2872,"Darkness won't fade. It envelopes you, crawls under your skin. It stays and never seems to leave.   ",1
2873,I love when gg cheering up eo. Apink rv mamamoo jjang!!!!,0
2874,When you finally realize your dreams may not happen...??‘???‘????”???”  ,1
2875,I always complain about being bored and having no one to hangout with but as soon as someone asks I say no because I’ve accepted the fact that I love my bed too much to leave it,1
2876,A box of 80 @krispykreme donuts.... #awesome \n\nNow that is how to celebrate a birthday!! Happy Birthday!! \n\nNeed celebration donuts now!,0
2877,"Yet another  all alone, with no family, nobody at all apart from my pets.  I just feel like crying",1
2878,Basically his death shows the entire parole system to be a farce.    pic.twitter.com/SbtCKY0IXO,0
2879,i was more happy and excited about mamapink's interactions with each other than i was about any of their wins i gtg,0
2880,"5th step to overcoming  and  is to open your mind, it's your own belief systems that are screwed up.  Find another truth.",0
2881,"We would like to have a conversation on Twitter with an athletic trainer, about the effects seen on  and  when a person with these issues has begun training. We know you're out there! Share your experience and let us amplify it for others!",0
2882,Bored as fucking shit christmas in a hospital isnt so fucking fun,1
2883,@shahidafridi37 at his best.... Great to watch u go big sir. #tremendous hits \nDts boom boom Afridi 😍,0
2884,Before you diagnose yourself as  make sure your not surrounded by assholes - William Gibson,0
2885,There’s an old saying about a place called “hell” where bad people go to after they die. The worst part about hell is not the flame ! It’s the hopelessness! And I think this’s part of hell that a person with depression really taste... the hopelessness.,0
2886,"You keep losing your self respect , if u keep giving them chances.??   ",0
2887,The hype is real. #SagasOfSundry #dread is amazing. @JoinTeamAlpha,0
2888,I'll just stay in bed today,1
2889,"I want 2 wish every Amazing person I've met & conversed on Twitter Health, love & happiness for 2017! Thank u guys??’™ ",0
2890,"And if the Black Dog comes for me again this new year, perhaps this time I will have a brighter lantern to face the night. ",1
2891,I normally don’t talk about myself. But i feel like shit.  I just lost my challenge match in tennis so now my position is going down. And i wouldn’t be so mad if the didn’t call balls that were on the line.  Like come on girl. Stop cheating.,1
2892,@jaimitoelcrack7 Seriously...I've been sitting here for five minutes watching this in awe. It never gets less amazing.,0
2893,"Where are you right now? At a cross-road of  with despair & ? Calm down! Jesus Christ knows where you are, how to get you out & how to get you back to life....Not just an empty life but a purposeful, meaningful, abundant & an eternal life! ",0
2894,Big Dog doesn't understand me.,0
2895,Still haven't get a chance to watch Sing. :< .,0
2896,Why did I just read through my old DMs. Fml,1
2897,Where I thought I'd be tonight and who I'm with are not what I had in mind for Christmas.,1
2898,Being  doesn't mean you're Lonely!  is feeling alone in a  with someone who can't or won't connect!,0
2899,All the bright places \n#movie💯😍,0
2900,@ggreenwald Macron slips up and has a moment of clarity &amp; common sense...now he is a raging racist. Sounds right. #LiberalLogic,0
2901,People with  or  think everything is about them.   can help you step back and see the big picture.,0
2902,I admit I have been  the last 24 hrs. I have barely been smiling and just cannot shake it right now.,1
2903,@ChipotleTweets Never a good experience at 919 E Fort Ave location. I never learn because I love chipotle #terrible #badservice,0
2904,I'm definitely not bringing them out in this weather to get a coffee.,0
2905,Was expecting this from Dhoni but thought he will say 4th test will be his last.  ,0
2906,Just finished the last episode of New Girl ???³ what am I supposed to do now? ,0
2907,"when i needed a hand, who can i turn to? when ""this"" attacks who is willing to help?  ",1
2908,"When you feel like a smile will be fake, add a laugh to it. You will be surprised how joyful you will become.  #simplylovejesus",0
2909,I am so depressed right now I don't even know how I'm functioning.   ,1
2910," Working on Pill for ... Making something for the millennials, eh? Who can stand the little smug self-satisfied snots!",0
2911,Won't you take me to Funky Town ... at Hanover Park Terminus.  ,0
2912,"Wow that last chick was a bit intense, poor Freddie was a bit unnerved lol #NinjaWarriorAU",0
2913,Even if she is tipsy I love her -Joe     pic.twitter.com/qHSAqDJN9j,0
2914,@Greenarmy46 Thank you! Glad you're enjoying them 😃,0
2915,Mindfulness Therapy is the application of depression for healing  and  and emotional pain. This is a very powerful approach once you have learned how to do this.,0
2916,I don't know what leads more to  and  Getting invalidated or getting ignored with crying for help with .,1
2917,"@AWilliamson54 dude, you're killing it on KSR #hilarious #AradioNatural",0
2918,Biggest challenge at this time of year (& many other times) is to not make older people feel old! ,0
2919,"@inseopirit LOL, I never got to that part actually :) ICSYV is a great show, isn't it? Tears and laughter.",0
2920,119   ?????????????   ???????????????????  ???..............??????????????  ?????????????????????????????????????????????????   ???????????????????????????????   ???????????????????????????????????????????  ????????????????  pic.twitter.com/DwBKQdEl5J,0
2921,This Ole Miss game is depressing to watch   ,0
2922,"Really excited to see our team this year, and especially moving in the next 2-3 years when his guys start playing significant minutes.",0
2923,"Irrespective of the level someone is , sympathizing will definitely help him/her have some rest.",0
2924,For all those out there suffering with  and or  this is for you ,0
2925,Just tried @GoodmanBakery for the 1st time... GF for 13 yrs &amp; these are some of the best baked goods I've ever had! DF is a bonus! #yummy,0
2926,Days are really hard. Some of them are excruciating. Sometimes I can’t see the end.,1
2927,"Being clinically  is not the same thing as having a bad day now and then. It's a relentless, debilitating disease",1
2928,They say it's not my fault but I feel like it is. ???¥???¢???° ,0
2929,@Good_Therapy and @CounsellorsCaf are talking about #depression today! What's trending in your community?,0
2930,some things you said kept me up all night.,1
2931,people: Dream 3 times more than -depressed people.,0
2932,I DONT wanna cry or feel sorry for myself. Its just so hard sometimes watching your sick son in the hospital day after day.  ,1
2933,"Do you ever fall asleep before you set your alarm, but then the Lord wakes you up on time anyways 🙌🏻 #WontHeDoIt",0
2934,"At least  is over 26 minutes ago, but the effects of the Twitter torture still lingers inside of me. , .",0
2935,Talking about my sexuality like its a wildfire. ,1
2936,OMG my darling best friend's hubbie died today whilst on holiday abroad. #shocked #tears #grief #sosad,1
2937,I love swimming for the same reason I love meditating...the feeling of weightlessness. ,0
2938,#Sleep is my #drug. My bed is my dealer. My #alarm is the #cops. #School is the #jail. #TeamFollowBack,0
2939,"I cant have any friends anymore fr. I just got voice banned on xbox and the reason he put was ""Killed and danced on me in Fortnite"". ??  ",1
2940,@VitaCocoUK WOW 😍 This is wonderfully exciting! Would be a very happy treat to win ✨ Thank you for the chance ❤️️ Retweeted &amp; Following 😀,0
2941,January & February often worse for people who are . Seek help.,0
2942,@edutopia What an innovative way for admin to see what's going on in classrooms! #leadup #awesomeness,0
2943,Just had my last appt with my nail lady before she leaves ???­???­ ,0
2944,When you are able to treat your queen the things that she wants. Such a pleasing feeling,0
2945,Sometimes  starts from being  or . For support and advice call 0808 808 2234. rb  pic.twitter.com/ie8cGAUNMv,0
2946,Sister and her boyfriend in one bed and here I am by myself in the other ??™ƒ??™„ ,1
2947,I guess I hurt everyone…I guess I'm just fucking liar…i can't take it anymore…,1
2948,When the thing you cut with goes dull so you only get 3 good cuts in and the rest are just fails. Just fabulous! :/  ,1
2949,Have you ever been devoid of touch for so long that even a touch on the shoulder could send you into tears?,1
2950,Just you wait and see the girl you once called fat will be the girl you wish you could have   pic.twitter.com/fCdBFrEys7,1
2951,"Me and @DicksonEmily's snap streak is at 260, if that's not amazing I don't know what is #commitment",0
2952,"The  in  disorder is deeper, darker, and more persistent than in unipolar disorder (depression).",0
2953,We had  in a sea of ,0
2954,This time last year me and Ronan were in Prague ???«???« ,0
2955,@LovinUnited That'll be Madrid throwing a huff over Morata and De Gea. Fuck them,0
2956,"Out of the many terrible things that come with divorce, folding king size sheets alone is close to the top. ",1
2957,Just did Yasso 800s for the first time. Kinda fun (maybe because I only did 4).  😀 Thanks @BartYasso!,0
2958,@NEXXhelmets @REVIT thank you guys! It is a #pleasure and an #honor to work with you on the @_Tea2wine_ expedition 💯%‼️👊 🏍️🌍,0
2959,"With you, I'm lost in the moment. Without you I'm lost in the world.❤️🤐 #world  #moment #lostinthemoment #You",0
2960,hate being alone man. alone in life alone in my head it just sucks,1
2961,I wish I was successful with women ????   ,1
2962,Gooood morning it is such a #blessing to see another day all that Read this I hope have a great morning,0
2963,What do you do when your mother starts to hate a person you love?   pic.twitter.com/MTXm2Hxduj,0
2964,I love #tattoos but seriously #justtattooofus that's just #revenge &amp; it's #permanent for life not sure it's worth the #5mins of fame 🤔,0
2965,Hate mail... gotta love it!\n#hate #writerslife #justsaying #begin #start #lovemylife #PositiveVibes,0
2966,"Wow, you guys @FarPostSA truly rock! You got all the transfer deals spot-on! Well done. #credible #concise #spoton #brilliant",0
2967,"I'm not sure if other people with suicide/depressed/ friends/family/etc ever worry about waking up to the people they care about just... . And it's really difficult to process day after day, and try to act like nothings wrong.",0
2968,"I'd like wish everyone a Happy Holidays, but I'm alone with no significant other. Fuck me. ",1
2969,Feeling very very lazy to pack :( I don't want to go home just yet !!   ????,1
2970,Happy Birthday beautiful 💞🌼🌻 @xan_radebe,0
2971,Shout out to everyone with  preparing to put their mask on & pretend to be happy for .  Icy bubble all over,1
2972,"Almost killed myself, God... -.-   ",1
2973,"It was all good  I was enjoying Tv Until out of nowhere ""I used that R200 to arrange the funeral"" appeared ",0
2974,"Even though it is raining, sun will shine #AndrewGoldman_I @AndrewGoldman_I #wisdom #think #philosophy #knowledge #life #happy #joy #best",0
2975,Who wants hot snapping?\nAdd me : rchar28 \n #nudes #snapsex  #snapchat #sexting #cam #hot #trade #pics #swap #horny #chaud #pussy,0
2976,You've wondered why they seek happiness inside. #cheerful,0
2977,"Difficulties are meant to rouse, not discourage. The human spirit is to grow strong by conflict. William Ellery Channing",0
2978,"When I say ""I want to die"", they say""Let's do it, no one gonna care you anymore"" It's make me feel pity of my life more. I just want someone to hug me when I cry. But it not gonna happen.""",1
2979,@interstinman @pandoramusic One nothing else matter enter sandman unforgiving  all awesome songs 😊,0
2980,More terrible news Dammit! I'm about to punch 2016 in the dick!! ,0
2981,@IvankaTrump What's up w the profile pic?? ,0
2982,"lonely is not being alone, it's the feeling that no one cares. #alone #depressed #anxiety",1
2983,It's okay sus. Let that hurt go 🤗 * that's me hugging ya bitter ass * 😂😂😂,0
2984,"If you're so  that you had a dream you died and then you were annoyed when you woke up, clap your hands! ??‘�??�½??‘�??�½??‘�??�½",0
2985,"My author copies have landed in Australia. My agent has them. Soon, I'll be able to hold one and flick through it. #excitement #StoneCircle",0
2986,"After the decorations come down,  remains issue for  Regular  makes a huge difference pic.twitter.com/8DMFzQqK3m",0
2987,???”???”???”???”???”???”???”  Until the Game is officially over. I assume a Loss... Why?? Bylsma and Lehner. ???”???”???”???”???”???”???” ,0
2988,I can't sleep because if this   ???” ,1
2989,MOTIVATION TIP - Great #salespeople know how to increase #business by eliminating #consumer #complaints #concerns #fears and pet peeves !!,0
2990,As a child I was scared of monsters beneath the bed. Now that I'm older I realize the monster Is me.   ,1
2991,"Gene Simmons, Ph.D. offers mental wellbeing to  souls. ",0
2992,"I hate it when my brother thinks, it would be funny to make jokes about me ???¤????  af ",0
2993,My life I take one day at a time I had  more than once & I won't let it take over my life  ,1
2994,i love his smile,0
2995,What does murmuring and complaining do to our psyche?    Start thinking of what you have and say thanks you alive,0
2996,Cultivate supportive relationships in order to end ,0
2997,"  About to have a breakdown, I really need a friend",1
2998,"another wee message - for those of us that feel a relapse over the holidays, you're not alone. I'm right there with you  ",0
2999,I dreamt my barber was sick on haircut day bro.. i lost weight in my sleep ???­???­   pic.twitter.com/Utaiw8JShW,0
3000,#moist people aren't #offended by a little typo.,0
3001,"Came up here, a new life, after the last divorce and a year of being in pain. Slowly dissipated, but it's never gone. I've been abandoned again. Lost. Taken away from happiness. But I sure hope Debbie, if there is another world, a heaven, that she's in it. ",1
3002,of course my only follower unfollows,0
3003,@ActuallyNPH @RealJamesWoods I didn't realize you weren't acting... You actually are that guy. #smh  #Hercules #ghostsofmississippi,0
3004,Duno why I decided to weigh myself and  check my bank balance all in one morning ,0
3005,At this point I’m just workin to die.,1
3006,127  ???????????????????????????????????  ???????????????????????????????????????????????????????????????????????  ????????????????????????   ?????????????????????????????????????????????????????????????????????   ???????????   ?????????????????????????????????????w  pic.twitter.com/tTr94bGuGf,0
3007,@RealHughJackman B E A utiful #smile \nalways keep smiling be happy &amp; remember me in your smiles,0
